Item_Fat_Content,Item_ID,Item_Type,Item_Category,Item_Visibility,Visibility_Band,Item_Weight,Sales_Per_Weight,High_Rated_Item,Rating
Low Fat,FDF05,Frozen Foods,Perishables,0.026912667,Low,17.5,14.93091429,0,4
Low Fat,FDI52,Frozen Foods,Perishables,0.104840884,High,18.7,6.529796791,0,4
Low Fat,FDH57,Fruits and Vegetables,Perishables,0.0358031,Medium,10.895,11.9622212,0,4
Low Fat,FDS43,Fruits and Vegetables,Perishables,0.040577878,Medium,11.65,16.15656652,0,4
Low Fat,FDE21,Fruits and Vegetables,Perishables,0.022980361,Low,12.8,9.19915625,0,4
Low Fat,FDY19,Fruits and Vegetables,Perishables,0.041429246,Medium,19.75,5.936536709,0,4
Low Fat,DRF23,Hard Drinks,Drinks,0.122843005,High,4.61,37.40555315,0,4
Low Fat,DRL35,Hard Drinks,Drinks,0.030751366,Low,15.7,2.711910828,0,4
Low Fat,NCZ53,Health and Hygiene,Household,0.024515221,Low,9.6,19.7105625,0,4
Low Fat,NCU05,Health and Hygiene,Household,0.058827557,Medium,11.8,6.852694915,0,4
Low Fat,NCY05,Health and Hygiene,Household,0.055075504,Medium,13.5,2.473140741,0,4
Low Fat,NCF07,Household,Household,0.032072321,Low,9,11.35573333,0,4
Low Fat,NCF31,Household,Household,0.051928034,Medium,9.13,16.58295728,0,4
Low Fat,NCM18,Household,Household,0.082970667,High,13,4.616876923,0,4
Low Fat,NCL06,Household,Household,0.072178679,Medium,14.65,17.9494471,0,4
Low Fat,NCU06,Household,Household,0.074522745,Medium,17.6,13.00005682,0,4
Low Fat,NCL42,Household,Household,0.040434372,Medium,18.85,12.96097613,0,4
Low Fat,NCM43,Others,Packaged Foods,0.01950565,Low,14.5,11.30489655,0,4
Low Fat,NCQ38,Others,Packaged Foods,0.013387211,Low,16.35,6.460428135,0,4
Low Fat,FDI57,Seafood,Packaged Foods,0.05410964,Medium,19.85,9.827546599,0,4
Low Fat,FDQ09,Snack Foods,Packaged Foods,0.058222587,Medium,7.235,15.87883898,0,4
Low Fat,FDZ46,Snack Foods,Packaged Foods,0.069231189,Medium,7.485,14.979666,0,4
Low Fat,FDB22,Snack Foods,Packaged Foods,0.111613921,High,8.02,19.03987531,0,4
Low Fat,FDW33,Snack Foods,Packaged Foods,0.099274694,High,9.395,11.12591804,0,4
Low Fat,FDB10,Snack Foods,Packaged Foods,0.067312613,Medium,10,23.4359,0,4
Low Fat,FDX58,Snack Foods,Packaged Foods,0.043831721,Medium,13.15,14.00722433,0,4
Low Fat,FDB34,Snack Foods,Packaged Foods,0.026651184,Low,15.25,5.679986885,0,4
Low Fat,FDE59,Starchy Foods,Packaged Foods,0.062384659,Medium,12.15,2.852115226,0,4
Low Fat,FDE47,Starchy Foods,Packaged Foods,0.037967687,Medium,14.15,8.876650177,0,4
Low Fat,FDH35,Starchy Foods,Packaged Foods,0.060342304,Medium,18.25,9.093293151,0,4
Regular,FDS11,Breads,Perishables,0.055644887,Medium,7.05,31.90195745,0,4
Regular,FDT01,Canned,Packaged Foods,0.184454044,High,13.65,15.49378755,0,4
Regular,FDN50,Canned,Packaged Foods,0.026561057,Low,16.85,5.561543027,0,4
Regular,FDJ02,Canned,Packaged Foods,0.025205909,Low,17.2,8.671034884,0,4
Regular,FDV01,Canned,Packaged Foods,0.085082648,High,19.2,7.996427083,0,4
Regular,FDH26,Canned,Packaged Foods,0.034753686,Low,19.25,7.353225974,0,4
Regular,FDB03,Dairy,Perishables,0.157075658,High,17.75,13.55232676,0,4
Regular,FDC29,Frozen Foods,Perishables,0.024243294,Low,8.39,13.82808105,0,4
Regular,FDE41,Frozen Foods,Perishables,0.064113698,Medium,9.195,9.413442088,0,4
Regular,FDC05,Frozen Foods,Perishables,0.098938169,High,13.1,14.94479389,0,4
Regular,FDW16,Frozen Foods,Perishables,0.041538713,Medium,17.35,5.370628242,0,4
Regular,FDR44,Fruits and Vegetables,Perishables,0.103080901,High,6.11,21.48883797,0,4
Regular,FDU19,Fruits and Vegetables,Perishables,0.046844194,Medium,8.77,19.86798176,0,4
Regular,FDX56,Fruits and Vegetables,Perishables,0,Low,17.1,12.19671345,0,4
Regular,FDQ32,Fruits and Vegetables,Perishables,0.046680961,Medium,17.85,6.831305322,0,4
Regular,FDP03,Meat,Perishables,0.061272194,Medium,5.15,24.3958835,0,4
Regular,FDI09,Seafood,Packaged Foods,0.12953868,High,20.75,11.58014458,0,4
Regular,FDE10,Snack Foods,Packaged Foods,0,Low,6.67,19.94941529,0,4
Regular,FDO45,Snack Foods,Packaged Foods,0.038011783,Medium,13.15,6.820197719,0,4
Regular,FDO22,Snack Foods,Packaged Foods,0.017887238,Low,13.5,5.888592593,0,4
Regular,FDY33,Snack Foods,Packaged Foods,0.09735225,High,14.5,11.08456552,0,4
Low Fat,NCX06,Household,Household,0.02746599,Low,,0,0,4
Low Fat,FDL36,Baking Goods,Packaged Foods,0.133198355,High,,0,0,4
Low Fat,FDV23,Breads,Perishables,0.185306514,High,,0,0,4
Low Fat,FDO13,Breakfast,Packaged Foods,0.106907604,High,,0,0,4
Low Fat,FDE02,Canned,Packaged Foods,0.212293753,High,,0,0,4
Low Fat,DRE15,Dairy,Perishables,0.031139933,Low,,0,0,4
Low Fat,FDA38,Dairy,Perishables,0.04461205,Medium,,0,0,4
Low Fat,FDD39,Dairy,Perishables,0.122832172,High,,0,0,4
Low Fat,FDD05,Frozen Foods,Perishables,0.029084548,Low,,0,0,4
Low Fat,FDM28,Frozen Foods,Perishables,0.079146113,High,,0,0,4
Low Fat,FDC45,Fruits and Vegetables,Perishables,0.237651344,High,,0,0,4
Low Fat,FDL20,Fruits and Vegetables,Perishables,0.224837308,High,,0,0,4
Low Fat,NCS53,Health and Hygiene,Household,0.157190017,High,,0,0,4
Low Fat,NCW29,Health and Hygiene,Household,0.050535312,Medium,,0,0,4
Low Fat,NCF19,Household,Household,0.061470858,Medium,,0,0,4
Low Fat,NCF31,Household,Household,0.090778148,High,,0,0,4
Low Fat,NCI06,Household,Household,0.083547515,High,,0,0,4
Low Fat,NCI31,Others,Packaged Foods,0.142393355,High,,0,0,4
Low Fat,NCM43,Others,Packaged Foods,0.03409886,Low,,0,0,4
Low Fat,NCN19,Others,Packaged Foods,0.021184746,Low,,0,0,4
Low Fat,FDX21,Snack Foods,Packaged Foods,0.148764535,High,,0,0,4
Low Fat,FDZ58,Snack Foods,Packaged Foods,0.091354948,High,,0,0,4
Low Fat,DRH49,Soft Drinks,Drinks,0.043168763,Medium,,0,0,4
Regular,FDL12,Baking Goods,Packaged Foods,0.212963193,High,,0,0,4
Regular,FDM36,Baking Goods,Packaged Foods,0.102830104,High,,0,0,4
Regular,FDQ11,Breads,Perishables,0.118535581,High,,0,0,4
Regular,FDZ25,Canned,Packaged Foods,0,Low,,0,0,4
Regular,FDX38,Dairy,Perishables,0.084404264,High,,0,0,4
Regular,FDH17,Frozen Foods,Perishables,0.029157849,Low,,0,0,4
Regular,FDU28,Frozen Foods,Perishables,0.164438907,High,,0,0,4
Regular,FDC57,Fruits and Vegetables,Perishables,0.095587976,High,,0,0,4
Regular,FDK08,Fruits and Vegetables,Perishables,0.214139786,High,,0,0,4
Regular,FDS31,Fruits and Vegetables,Perishables,0,Low,,0,0,4
Regular,FDL21,Snack Foods,Packaged Foods,0.01251245,Low,,0,0,4
Regular,FDX22,Snack Foods,Packaged Foods,0.04022593,Medium,,0,0,4
low fat,FDQ14,Dairy,Perishables,0.10818157,High,,0,0,4
low fat,NCO54,Household,Household,0.024992442,Low,,0,0,4
low fat,FDV45,Snack Foods,Packaged Foods,0.078872251,High,,0,0,4
Regular,FDX48,Baking Goods,Packaged Foods,0.066336811,Medium,,0,0,4
Low Fat,FDU39,Meat,Perishables,0.036037952,Medium,18.85,3.101124668,0,4
Low Fat,DRD49,Soft Drinks,Drinks,0.167831064,High,9.895,23.99761496,0,4
Low Fat,FDC48,Baking Goods,Packaged Foods,0.015859294,Low,9.195,9.196215334,0,4
Low Fat,FDW59,Breads,Perishables,0.020715913,Low,13.15,6.354114068,0,4
Low Fat,FDN13,Breakfast,Packaged Foods,0.152058281,High,18.6,5.372892473,0,4
Low Fat,FDT13,Canned,Packaged Foods,0.018571641,Low,14.85,12.61423569,0,4
Low Fat,FDA49,Canned,Packaged Foods,0.064921764,Medium,19.7,4.473086294,0,4
Low Fat,FDC02,Canned,Packaged Foods,0.068822477,Medium,21.35,12.09966276,0,4
Low Fat,FDK51,Dairy,Perishables,0.005235143,Low,19.85,13.39488161,0,4
Low Fat,FDK40,Frozen Foods,Perishables,0.021849398,Low,7.035,37.25529495,0,4
Low Fat,FDC53,Frozen Foods,Perishables,0.008835694,Low,8.68,11.12193548,0,4
Low Fat,FDI28,Frozen Foods,Perishables,0.026321701,Low,14.3,5.428685315,0,4
Low Fat,FDJ04,Frozen Foods,Perishables,0.124452048,High,18,6.584022222,0,4
Low Fat,FDD16,Frozen Foods,Perishables,0.036353098,Medium,20.5,3.700956098,0,4
Low Fat,FDP32,Fruits and Vegetables,Perishables,0.087669485,High,6.65,19.13801504,0,4
Low Fat,DRM11,Hard Drinks,Drinks,0.066069578,Medium,6.57,39.73025875,0,4
Low Fat,DRO35,Hard Drinks,Drinks,0.034570357,Low,13.85,8.480086643,0,4
Low Fat,NCX29,Health and Hygiene,Household,0.089152528,High,10,14.77102,0,4
Low Fat,NCZ17,Health and Hygiene,Household,0.079431643,High,12.15,3.181119342,0,4
Low Fat,NCJ05,Health and Hygiene,Household,0.046088273,Medium,18.7,8.217550802,0,4
Low Fat,NCV17,Health and Hygiene,Household,0.016107549,Low,18.85,6.88395756,0,4
Low Fat,NCA29,Household,Household,0.02727641,Low,10.5,16.31529524,0,4
Low Fat,NCX18,Household,Household,0,Low,14.15,13.8735689,0,4
Low Fat,NCZ54,Household,Household,0.083359391,High,14.65,11.05496246,0,4
Low Fat,NCD18,Household,Household,0,Low,16,14.304175,0,4
Low Fat,NCF54,Household,Household,0.047377053,Medium,18,9.5079,0,4
Low Fat,NCC18,Household,Household,0.177270016,High,19.1,9.112157068,0,4
Low Fat,NCZ06,Household,Household,0.094161662,High,19.6,12.85560204,0,4
Low Fat,NCE42,Household,Household,0.010602292,Low,21.1,11.15619905,0,4
Low Fat,FDQ39,Meat,Perishables,0.081042136,High,14.8,13.00571622,0,4
Low Fat,NCM55,Others,Packaged Foods,0.066726133,Medium,15.6,11.91617949,0,4
Low Fat,FDI22,Snack Foods,Packaged Foods,0.096212432,High,12.6,16.44930159,0,4
Low Fat,FDA21,Snack Foods,Packaged Foods,0.03596071,Medium,13.65,13.65512088,0,4
Low Fat,FDP46,Snack Foods,Packaged Foods,0,Low,15.35,5.751335505,0,4
Low Fat,FDL34,Snack Foods,Packaged Foods,0.040945898,Medium,16,8.94685,0,4
Low Fat,FDS10,Snack Foods,Packaged Foods,0.035185588,Medium,19.2,9.444364583,0,4
Low Fat,FDQ21,Snack Foods,Packaged Foods,0.019423232,Low,21.25,5.688263529,0,4
Low Fat,DRE48,Soft Drinks,Drinks,0.01732573,Low,8.43,23.48479241,0,4
Low Fat,DRC49,Soft Drinks,Drinks,0.065436581,Medium,8.67,16.48359862,0,4
Low Fat,DRK13,Soft Drinks,Drinks,0.115167579,High,11.8,16.93291525,0,4
Low Fat,DRE25,Soft Drinks,Drinks,0.073283193,Medium,15.35,5.981237785,0,4
Low Fat,DRG37,Soft Drinks,Drinks,0.019378432,Low,16.2,9.660320988,0,4
Low Fat,FDG59,Starchy Foods,Packaged Foods,0.043234574,Medium,15.85,2.417438486,0,4
Regular,FDI60,Baking Goods,Packaged Foods,0.03832122,Medium,7.22,8.566620499,0,4
Regular,FDY60,Baking Goods,Packaged Foods,0,Low,10.5,13.6488381,0,4
Regular,FDK60,Baking Goods,Packaged Foods,0,Low,16.5,5.830715152,0,4
Regular,FDM38,Canned,Packaged Foods,0.092771309,High,5.885,9.209549703,0,4
Regular,FDR25,Canned,Packaged Foods,0.139521931,High,17,15.69931765,0,4
Regular,FDH14,Canned,Packaged Foods,0.046808553,Medium,17.1,8.273906433,0,4
Regular,FDW26,Dairy,Perishables,0.107057186,High,11.8,18.9980678,0,4
Regular,FDK03,Dairy,Perishables,0.073920438,Medium,12.6,20.28853968,0,4
Regular,FDH17,Frozen Foods,Perishables,0.01665334,Low,16.2,6.010654321,0,4
Regular,FDK08,Fruits and Vegetables,Perishables,0.122304725,High,9.195,10.788646,0,4
Regular,FDW44,Fruits and Vegetables,Perishables,0.035151215,Medium,9.5,18.08892632,0,4
Regular,FDD21,Fruits and Vegetables,Perishables,0.030569229,Low,10.3,10.98229126,0,4
Regular,FDY20,Fruits and Vegetables,Perishables,0.08175276,High,12.5,7.123904,0,4
Regular,FDT55,Fruits and Vegetables,Perishables,0.043655155,Medium,13.6,11.52901471,0,4
Regular,FDP08,Fruits and Vegetables,Perishables,0.112410046,High,20.5,9.377941463,0,4
Regular,FDI07,Meat,Perishables,0.033760862,Low,12.35,15.94676923,0,4
Regular,FDZ39,Meat,Perishables,0.018024769,Low,19.7,5.304517766,0,4
Regular,FDI09,Seafood,Packaged Foods,0.129337594,High,20.75,11.47893976,0,4
Regular,FDI58,Snack Foods,Packaged Foods,0.070704474,Medium,7.64,12.22670157,0,4
Regular,FDX46,Snack Foods,Packaged Foods,0.058116758,Medium,12.3,4.679365854,0,4
Regular,FDL21,Snack Foods,Packaged Foods,0.007146415,Low,15.85,2.58977918,0,4
Regular,FDS22,Snack Foods,Packaged Foods,0.023154399,Low,16.85,2.607881306,0,4
Regular,DRC01,Soft Drinks,Drinks,0.019201403,Low,5.92,8.069121622,0,4
Regular,FDE23,Starchy Foods,Packaged Foods,0,Low,17.6,2.613977273,0,4
Low Fat,FDN09,Snack Foods,Packaged Foods,0,Low,14.15,17.25673498,0,4
Low Fat,FDA15,Dairy,Perishables,0.016113019,Low,9.3,26.75367742,0,4
Low Fat,FDY36,Baking Goods,Packaged Foods,0.009429612,Low,12.3,5.799837398,0,4
Low Fat,FDH48,Baking Goods,Packaged Foods,0.060603014,Medium,13.5,6.337333333,0,4
Low Fat,FDG50,Canned,Packaged Foods,0.015302764,Low,7.405,12.14241729,0,4
Low Fat,FDS14,Dairy,Perishables,0.050065211,Medium,7.285,21.60999314,0,4
Low Fat,DRE27,Dairy,Perishables,0.132939639,High,11.85,8.276168776,0,4
Low Fat,DRJ39,Dairy,Perishables,0.036399734,Medium,20.25,10.83200988,0,4
Low Fat,FDF09,Fruits and Vegetables,Perishables,0.012173543,Low,6.215,5.870442478,0,4
Low Fat,FDJ08,Fruits and Vegetables,Perishables,0.11089655,High,11.1,17.25987387,0,4
Low Fat,FDS43,Fruits and Vegetables,Perishables,0.040597054,Medium,11.65,16.0793133,0,4
Low Fat,FDO44,Fruits and Vegetables,Perishables,0.087630566,High,12.6,8.731968254,0,4
Low Fat,FDE21,Fruits and Vegetables,Perishables,0.02299122,Low,12.8,8.98040625,0,4
Low Fat,FDT31,Fruits and Vegetables,Perishables,0.01247354,Low,19.75,9.498086076,0,4
Low Fat,DRN47,Hard Drinks,Drinks,0,Low,12.1,14.86495868,0,4
Low Fat,NCS05,Health and Hygiene,Household,0.021020616,Low,11.5,11.3734087,0,4
Low Fat,NCT41,Health and Hygiene,Household,0.05610384,Medium,15.7,9.77722293,0,4
Low Fat,NCF43,Household,Household,0.052051256,Medium,8.51,16.71527615,0,4
Low Fat,NCK18,Household,Household,0,Low,9.6,17.10608333,0,4
Low Fat,NCX18,Household,Household,0.008811818,Low,14.15,13.88770318,0,4
Low Fat,NCL06,Household,Household,0.072212787,Medium,14.65,17.81292833,0,4
Low Fat,NCE30,Household,Household,0,Low,16,13.1556375,0,4
Low Fat,FDU39,Meat,Perishables,0.036111038,Medium,18.85,3.085209549,0,4
Low Fat,NCN55,Others,Packaged Foods,0.059611153,Medium,14.6,16.32560274,0,4
Low Fat,FDH09,Seafood,Packaged Foods,0.056191301,Medium,12.6,4.230015873,0,4
Low Fat,FDR33,Snack Foods,Packaged Foods,0.026843265,Low,7.31,15.01463748,0,4
Low Fat,FDD34,Snack Foods,Packaged Foods,0.015908485,Low,7.945,20.31730648,0,4
Low Fat,FDL10,Snack Foods,Packaged Foods,0.039572298,Medium,8.395,12.01955926,0,4
Low Fat,FDA57,Snack Foods,Packaged Foods,0.039723999,Medium,18.85,2.177612732,0,4
Low Fat,FDA45,Snack Foods,Packaged Foods,0.155694794,High,21.25,8.359388235,0,4
Low Fat,DRF25,Soft Drinks,Drinks,0.039004193,Medium,9,4.113222222,0,4
Low Fat,DRJ24,Soft Drinks,Drinks,0.113559058,High,11.8,15.618,0,4
Low Fat,DRN36,Soft Drinks,Drinks,0.050279604,Medium,15.2,6.195736842,0,4
Low Fat,FDY36,Baking Goods,Packaged Foods,0.009463757,Low,12.3,6.003089431,0,4
Low Fat,FDZ48,Baking Goods,Packaged Foods,0.076389281,Medium,17.75,6.262219718,0,4
Low Fat,FDW59,Breads,Perishables,0.020833091,Low,13.15,6.582250951,0,4
Low Fat,FDU13,Canned,Packaged Foods,0.188619537,High,8.355,17.52744464,0,4
Low Fat,FDX25,Canned,Packaged Foods,0.102633047,High,16.7,10.82809581,0,4
Low Fat,FDY50,Dairy,Perishables,0.13169655,High,5.8,15.41675862,0,4
Low Fat,FDA50,Dairy,Perishables,0.087668236,High,16.25,5.842523077,0,4
Low Fat,FDS50,Dairy,Perishables,0.055746931,Medium,17,12.94184706,0,4
Low Fat,DRI51,Dairy,Perishables,0.042480566,Medium,17.25,10.0566029,0,4
Low Fat,FDR26,Dairy,Perishables,0.04307908,Medium,20.7,8.589507246,0,4
Low Fat,FDF17,Frozen Foods,Perishables,0.042861968,Medium,5.19,37.92119461,0,4
Low Fat,FDD08,Fruits and Vegetables,Perishables,0.03555434,Medium,8.3,4.512120482,0,4
Low Fat,FDY07,Fruits and Vegetables,Perishables,0.122289654,High,11.8,3.927135593,0,4
Low Fat,FDS07,Fruits and Vegetables,Perishables,0.100322104,High,12.35,9.210672065,0,4
Low Fat,FDM44,Fruits and Vegetables,Perishables,0.031225303,Low,12.5,8.23192,0,4
Low Fat,DRN11,Hard Drinks,Drinks,0.163902159,High,7.85,18.26043312,0,4
Low Fat,DRJ11,Hard Drinks,Drinks,0,Low,9.5,19.89338947,0,4
Low Fat,DRJ35,Hard Drinks,Drinks,0.046848053,Medium,10.1,6.008693069,0,4
Low Fat,NCZ41,Health and Hygiene,Household,0.06478563,Medium,19.85,6.235284635,0,4
Low Fat,NCU30,Household,Household,0.035071955,Medium,5.11,31.94148728,0,4
Low Fat,NCF07,Household,Household,0.032203667,Low,9,11.20017778,0,4
Low Fat,NCQ06,Household,Household,0.0420611,Medium,13,19.54626154,0,4
Low Fat,NCO18,Household,Household,0.024790707,Low,13.15,13.50331559,0,4
Low Fat,NCQ18,Household,Household,0.135836828,High,15.75,6.372698413,0,4
Low Fat,NCF54,Household,Household,0.047645037,Medium,18,9.591233333,0,4
Low Fat,NCL18,Household,Household,0.168531813,High,18.85,10.21292308,0,4
Low Fat,NCZ06,Household,Household,0.094694278,High,19.6,13.00866327,0,4
Low Fat,FDQ46,Snack Foods,Packaged Foods,0.104400238,High,7.51,15.1204261,0,4
Low Fat,FDW33,Snack Foods,Packaged Foods,0.099681254,High,9.395,11.32815327,0,4
Low Fat,FDR45,Snack Foods,Packaged Foods,0.029107004,Low,10.8,22.27057407,0,4
Low Fat,FDW45,Snack Foods,Packaged Foods,0.039231652,Medium,18,8.063433333,0,4
Low Fat,DRJ49,Soft Drinks,Drinks,0.014072399,Low,6.865,18.55283321,0,4
Low Fat,DRZ24,Soft Drinks,Drinks,0.082250143,High,7.535,15.70590577,0,4
Low Fat,DRK01,Soft Drinks,Drinks,0.061409711,Medium,7.63,12.40414155,0,4
Low Fat,DRD49,Soft Drinks,Drinks,0.168780385,High,9.895,23.93697827,0,4
Low Fat,DRK49,Soft Drinks,Drinks,0.036147029,Medium,14.15,2.778360424,0,4
Low Fat,FDD11,Starchy Foods,Packaged Foods,0.030789914,Low,12.85,19.83688716,0,4
Regular,FDW60,Baking Goods,Packaged Foods,0.017096552,Low,5.44,32.74577206,0,4
Regular,FDB36,Baking Goods,Packaged Foods,0.048625599,Medium,5.465,23.65280878,0,4
Regular,FDI60,Baking Goods,Packaged Foods,0.038398937,Medium,7.22,8.580470914,0,4
Regular,FDP12,Baking Goods,Packaged Foods,0.045358609,Medium,9.8,3.692591837,0,4
Regular,FDT47,Breads,Perishables,0.02455854,Low,5.26,18.17619772,0,4
Regular,FDU47,Breads,Perishables,0.114085368,High,12.8,11.04560938,0,4
Regular,FDP49,Breakfast,Packaged Foods,0.069229076,Medium,9,6.217933333,0,4
Regular,FDR01,Canned,Packaged Foods,0.053730029,Medium,5.405,36.83148936,0,4
Regular,FDQ01,Canned,Packaged Foods,0.16102755,High,19.7,12.89854822,0,4
Regular,FDC51,Dairy,Perishables,0.009641375,Low,10.895,11.39724644,0,4
Regular,FDK03,Dairy,Perishables,0.074070351,Medium,12.6,20.17742857,0,4
Regular,FDF39,Dairy,Perishables,0.019550858,Low,14.85,17.7637037,0,4
Regular,FDE40,Dairy,Perishables,0.099344826,High,15.6,4.078166667,0,4
Regular,FDA27,Dairy,Perishables,0.030990354,Low,20.35,12.59789681,0,4
Regular,FDV44,Fruits and Vegetables,Perishables,0.039925235,Medium,8.365,22.62029886,0,4
Regular,FDC33,Fruits and Vegetables,Perishables,0.069078149,Medium,8.96,22.07330357,0,4
Regular,FDX07,Fruits and Vegetables,Perishables,0.022965292,Low,19.2,9.46328125,0,4
Regular,FDS15,Meat,Perishables,0.07821891,High,9.195,11.70849375,0,4
Regular,FDM15,Meat,Perishables,0.057538034,Medium,11.8,12.69801695,0,4
Regular,FDI09,Seafood,Packaged Foods,0,Low,20.75,11.56568675,0,4
Regular,FDJ10,Snack Foods,Packaged Foods,0.129766301,High,5.095,27.80840039,0,4
Regular,FDS09,Snack Foods,Packaged Foods,0.08125293,High,8.895,5.598740866,0,4
Regular,FDY33,Snack Foods,Packaged Foods,0.097398254,High,14.5,10.85697931,0,4
Regular,FDR22,Snack Foods,Packaged Foods,0.018600249,Low,19.35,5.697901809,0,4
Regular,FDT12,Baking Goods,Packaged Foods,0.049902382,Medium,6.215,36.33245374,0,4
Regular,FDP12,Baking Goods,Packaged Foods,0.045522854,Medium,9.8,3.580346939,0,4
Regular,FDQ48,Baking Goods,Packaged Foods,0.034605882,Low,14.3,6.711370629,0,4
Regular,FDR24,Baking Goods,Packaged Foods,0.063207198,Medium,17.35,5.151757925,0,4
Regular,FDX47,Breads,Perishables,0.034800079,Low,6.55,24.05019847,0,4
Regular,FDM25,Breakfast,Packaged Foods,0.061008889,Medium,10.695,16.60319776,0,4
Regular,FDS25,Canned,Packaged Foods,0.1408005,High,6.885,16.18341322,0,4
Regular,FDJ02,Canned,Packaged Foods,0.025309134,Low,17.2,8.54894186,0,4
Regular,FDZ02,Dairy,Perishables,0.038363204,Medium,6.905,14.21761043,0,4
Regular,FDI27,Dairy,Perishables,0,Low,8.71,5.002801378,0,4
Regular,FDS02,Dairy,Perishables,0.146692433,High,10.195,19.08576753,0,4
Regular,FDJ15,Dairy,Perishables,0.023454399,Low,11.35,16.03178855,0,4
Regular,FDA27,Dairy,Perishables,0.031102571,Low,20.35,12.64212285,0,4
Regular,FDT52,Frozen Foods,Perishables,0.047697859,Medium,9.695,25.23098504,0,4
Regular,FDS16,Frozen Foods,Perishables,0.066551268,Medium,15.15,9.549570957,0,4
Regular,FDH17,Frozen Foods,Perishables,0.016747538,Low,16.2,6.090901235,0,4
Regular,FDY04,Frozen Foods,Perishables,0.042716709,Medium,17.7,9.221525424,0,4
Regular,FDS56,Fruits and Vegetables,Perishables,0.038976089,Medium,5.785,45.67419188,0,4
Regular,FDD44,Fruits and Vegetables,Perishables,0.07884393,High,8.05,31.93349068,0,4
Regular,FDQ51,Meat,Perishables,0,Low,16,3.0107375,0,4
Regular,FDL03,Meat,Perishables,0.027233781,Low,19.25,10.26031169,0,4
Regular,FDG33,Seafood,Packaged Foods,0.141033536,High,5.365,32.37211556,0,4
Regular,FDE10,Snack Foods,Packaged Foods,0.090456903,High,6.67,19.67955022,0,4
Regular,FDS33,Snack Foods,Packaged Foods,0.124126756,High,6.67,13.33604198,0,4
Regular,FDJ34,Snack Foods,Packaged Foods,0.094185483,High,11.8,10.70088136,0,4
Regular,FDP45,Snack Foods,Packaged Foods,0.03079807,Low,15.7,16.11289172,0,4
Regular,FDM58,Snack Foods,Packaged Foods,0.080141165,High,16.85,6.614504451,0,4
Regular,FDN22,Snack Foods,Packaged Foods,0.139087683,High,18.85,13.35662599,0,4
Regular,DRC01,Soft Drinks,Drinks,0.019308607,Low,5.92,8.288716216,0,4
Regular,DRZ11,Soft Drinks,Drinks,0.113302223,High,8.85,14.1399774,0,4
Regular,FDF11,Starchy Foods,Packaged Foods,0.017730951,Low,10.195,23.52661108,0,4
Regular,FDE23,Starchy Foods,Packaged Foods,0.053481818,Medium,17.6,2.71625,0,4
low fat,NCZ18,Household,Household,0.186445212,High,7.825,32.66067732,0,4
Regular,FDI04,Frozen Foods,Perishables,0.073060301,Medium,13.65,14.37674725,0,4
Regular,FDR44,Fruits and Vegetables,Perishables,0.103129612,High,6.11,21.21060556,0,4
Regular,FDF45,Fruits and Vegetables,Perishables,0.012229464,Low,18.2,3.125846154,0,4
Regular,FDO22,Snack Foods,Packaged Foods,0.017895691,Low,13.5,5.888592593,0,4
Low Fat,NCH18,Household,Household,0.044652785,Medium,9.3,26.56776344,0,4
Low Fat,FDG24,Baking Goods,Packaged Foods,0.014628382,Low,7.975,10.32288401,0,4
Low Fat,FDQ12,Baking Goods,Packaged Foods,0.035404052,Medium,12.65,18.22932806,0,4
Low Fat,FDS47,Breads,Perishables,0.128861359,High,16.75,5.151379104,0,4
Low Fat,FDW13,Canned,Packaged Foods,0.097866209,High,8.5,6.015576471,0,4
Low Fat,FDK02,Canned,Packaged Foods,0.112203445,High,12.5,9.69152,0,4
Low Fat,FDJ04,Frozen Foods,Perishables,0.124428516,High,18,6.6618,0,4
Low Fat,FDQ16,Frozen Foods,Perishables,0.041730507,Medium,19.7,5.54777665,0,4
Low Fat,FDX43,Fruits and Vegetables,Perishables,0.085258864,High,5.655,29.32802829,0,4
Low Fat,FDV32,Fruits and Vegetables,Perishables,0.088691614,High,7.785,7.944894027,0,4
Low Fat,FDK56,Fruits and Vegetables,Perishables,0,Low,9.695,19.10157813,0,4
Low Fat,FDE44,Fruits and Vegetables,Perishables,0.171355643,High,14.65,3.253870307,0,4
Low Fat,FDY55,Fruits and Vegetables,Perishables,0.081304829,High,16.75,15.43276418,0,4
Low Fat,FDL44,Fruits and Vegetables,Perishables,0.012272797,Low,18.25,8.782980822,0,4
Low Fat,NCS29,Health and Hygiene,Household,0.06953231,Medium,9,29.62093333,0,4
Low Fat,NCX29,Health and Hygiene,Household,0.089135671,High,10,14.69102,0,4
Low Fat,NCO29,Health and Hygiene,Household,0.032250092,Low,11.15,14.71323767,0,4
Low Fat,NCO41,Health and Hygiene,Household,0.018845298,Low,12.5,7.739072,0,4
Low Fat,NCY17,Health and Hygiene,Household,0.1630653,High,18.2,2.379593407,0,4
Low Fat,NCU30,Household,Household,0.034868095,Low,5.11,32.05890411,0,4
Low Fat,NCX42,Household,Household,0.005977465,Low,6.36,25.68437107,0,4
Low Fat,NCR06,Household,Household,0.00676387,Low,12.5,3.264896,0,4
Low Fat,NCQ18,Household,Household,0.13504726,High,15.75,6.258412698,0,4
Low Fat,NCK07,Others,Packaged Foods,0.048677482,Medium,10.65,15.6011831,0,4
Low Fat,FDT58,Snack Foods,Packaged Foods,0.085938463,High,9,18.7424,0,4
